Purchase Order Number,Vendor Name,Department,Address,Shipment ID,Load Number,Assigned SCAC,Executing SCAC,PRO,Trip ID,Truck Load Optimization Reference ID,Status,Destination,Pickup Date,In Yard Goal Date,Final Routing Expected By,Cartons,Weight,Cube,Pallet Spaces,Commodity,bol,Appointment Number,Created By,Review By Date,Last Updated By
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094583,,,,,,,Routing In Progress,3803,,2026-03-27,2026-03-26,6,160,15,0.25,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094582,,,,,,,Routing In Progress,3806,,2026-04-01,2026-03-27,4,107,10,0.16,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094581,,,,,,,Routing In Progress,3802,,2026-04-01,2026-03-31,5,133,12,0.19,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094580,,,,,,,Routing In Progress,3808,,2026-03-31,2026-03-26,5,133,12,0.22,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094579,,,,,,,Routing In Progress,3856,,2026-04-01,2026-03-26,2,54,5,0.07,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094578,,,,,,,Routing In Progress,3811,,2026-03-31,2026-03-30,7,186,17,0.28,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094577,,,,,,,Routing In Progress,594,,2026-03-31,2026-03-30,6,160,15,0.25,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094576,,,,,,,Routing In Progress,589,,2026-03-29,2026-03-26,6,160,15,0.25,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094575,,,,,,,Routing In Progress,588,,2026-04-02,2026-03-26,6,160,15,0.22,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094574,,,,,,,Routing In Progress,3857,,2026-03-30,2026-03-27,2,54,5,0.07,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094573,,,,,,,Routing In Progress,3868,,2026-03-29,2026-03-25,2,54,5,0.07,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094572,,,,,,,Routing In Progress,559,,2026-03-27,2026-03-26,6,160,15,0.22,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094571,,,,,,,Routing In Progress,3865,,2026-03-27,2026-03-26,3,81,7,0.1,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094570,,,,,,,Routing In Progress,590,,2026-03-27,2026-03-26,6,160,15,0.22,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094569,,,,,,,Routing In Progress,3804,,2026-03-27,2026-03-26,9,239,22,0.34,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094568,,,,,,,Routing In Progress,3801,,2026-03-31,2026-03-30,4,107,10,0.13,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094567,,,,,,,Routing In Progress,560,,2026-03-28,2026-03-26,6,160,15,0.25,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094566,,,,,,,Routing In Progress,587,,2026-03-27,2026-03-26,6,160,15,0.22,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094565,,,,,,,Routing In Progress,578,,2026-03-31,2026-03-30,6,160,15,0.25,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
10001781509,Kitcsh LLC,63,"1001 Bluff Rd, Romeoville, IL US 60446 ",SIQ14094564,,,,,,,Routing In Progress,579,,2026-04-01,2026-03-31,8,213,20,0.31,DRY GENERAL,,,SYSTEM,2026-03-19 23:59:00,targetpickups@rjwgroup.com
