Purchase Order Number,Vendor Name,Department,Address,Shipment ID,Load Number,Assigned SCAC,Executing SCAC,PRO,Trip ID,Truck Load Optimization Reference ID,Status,Destination,Pickup Date,In Yard Goal Date,Final Routing Expected By,Cartons,Weight,Cube,Pallet Spaces,Commodity,bol,Appointment Number,Created By,Review By Date,Last Updated By
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856174,,,,,,,Content Review Required,580,,2026-05-29,,222,639,43,0.32,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856173,,,,,,,Content Review Required,560,,2026-06-01,,11,33,3,0.02,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856172,,,,,,,Content Review Required,557,,2026-05-28,,439,1259,85,0.63,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856171,,,,,,,Content Review Required,558,,2026-05-28,,883,2446,168,1.26,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856170,,,,,,,Content Review Required,3857,,2026-06-02,,320,899,62,0.46,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856169,,,,,,,Content Review Required,555,,2026-05-25,,1093,3090,211,1.57,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856168,,,,,,,Content Review Required,553,,2026-05-25,,525,1493,101,0.76,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856167,,,,,,,Content Review Required,554,,2026-05-26,,174,514,34,0.26,,,,SYSTEM,2026-05-13 23:59:00,
10001879470,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14856166,,,,,,,Content Review Required,551,,2026-06-03,,150,382,30,0.22,,,,SYSTEM,2026-05-13 23:59:00,
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767663,73390233,CPGJ,,460976,,,"Carrier Accepted, Awaiting Pickup",579,2026-05-15,2026-05-28,2026-05-21,24,84,8,0.06,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767662,73390234,CPGJ,,460977,,,"Carrier Accepted, Awaiting Pickup",580,2026-05-15,2026-05-22,2026-05-20,40,140,12,0.09,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767661,73390248,CPGJ,,460991,,,"Carrier Accepted, Awaiting Pickup",3811,2026-05-15,2026-05-25,2026-05-15,22,77,7,0.05,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767660,73390240,CPGJ,,460983,,,"Carrier Accepted, Awaiting Pickup",3801,2026-05-14,2026-05-21,2026-05-19,35,123,11,0.08,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767659,73305009,CPGJ,,460885,,,"Carrier Accepted, Awaiting Pickup",593,2026-05-15,2026-05-18,2026-05-15,14,49,5,0.04,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767658,73390241,CPGJ,,460984,,,"Carrier Accepted, Awaiting Pickup",3802,2026-05-15,2026-05-28,2026-05-21,30,105,9,0.07,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767657,73390238,CPGJ,,460981,,,"Carrier Accepted, Awaiting Pickup",590,2026-05-15,2026-05-23,2026-05-19,48,168,15,0.11,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767656,73390239,CPGJ,,460982,,,"Carrier Accepted, Awaiting Pickup",594,2026-05-15,2026-05-24,2026-05-14,38,133,12,0.09,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767655,73390230,CPGJ,,460973,,,"Carrier Accepted, Awaiting Pickup",560,2026-05-14,2026-05-25,2026-05-15,45,158,14,0.11,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767654,73390226,CPGJ,,460969,,,"Carrier Accepted, Awaiting Pickup",559,2026-05-15,2026-05-22,2026-05-18,6,21,2,0.02,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767653,73304995,CPGJ,,460884,,,"Carrier Accepted, Awaiting Pickup",555,2026-05-13,2026-05-18,2026-05-15,3,11,1,0.01,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767652,73390231,CPGJ,,460974,,,"Carrier Accepted, Awaiting Pickup",558,2026-05-13,2026-05-21,2026-05-21,67,235,21,0.15,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767650,73390227,CPGJ,,460970,,,"Carrier Accepted, Awaiting Pickup",554,2026-05-15,2026-05-19,2026-05-18,9,32,3,0.03,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767651,73390229,CPGJ,,460972,,,"Carrier Accepted, Awaiting Pickup",557,2026-05-15,2026-05-21,2026-05-15,1,4,1,0.01,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867505,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14767649,73390225,CPGJ,,460968,,,"Carrier Accepted, Awaiting Pickup",551,2026-05-15,2026-05-27,2026-05-25,72,252,22,0.17,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757144,73390232,CPGJ,,460975,,,"Carrier Accepted, Awaiting Pickup",578,2026-05-14,2026-05-21,2026-05-21,25,450,26,0.5,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757143,73390227,CPGJ,,460970,,,"Carrier Accepted, Awaiting Pickup",554,2026-05-15,2026-05-19,2026-05-18,10,180,11,0.2,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757142,73390229,CPGJ,,460972,,,"Carrier Accepted, Awaiting Pickup",557,2026-05-15,2026-05-21,2026-05-15,24,357,21,0.39,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757141,73390247,CPGJ,,460990,,,"Carrier Accepted, Awaiting Pickup",3868,2026-05-14,2026-05-22,2026-05-19,18,69,5,0.07,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757140,73390244,CPGJ,,460987,,,"Carrier Accepted, Awaiting Pickup",3865,2026-05-15,2026-05-21,2026-05-15,7,51,4,0.05,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757139,73390240,CPGJ,,460983,,,"Carrier Accepted, Awaiting Pickup",3801,2026-05-14,2026-05-21,2026-05-19,112,771,46,0.82,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757138,73390239,CPGJ,,460982,,,"Carrier Accepted, Awaiting Pickup",594,2026-05-15,2026-05-24,2026-05-14,102,366,23,0.36,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757137,73390245,CPGJ,,460988,,,"Carrier Accepted, Awaiting Pickup",3857,2026-05-15,2026-05-26,2026-05-18,72,216,14,0.2,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757136,73390248,CPGJ,,460991,,,"Carrier Accepted, Awaiting Pickup",3811,2026-05-15,2026-05-25,2026-05-15,459,1377,88,1.3,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757135,73390246,CPGJ,,460989,,,"Carrier Accepted, Awaiting Pickup",3856,2026-05-15,2026-05-18,2026-05-15,211,663,42,0.63,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757134,73390249,CPGJ,,460992,,,"Carrier Accepted, Awaiting Pickup",3808,2026-05-14,2026-05-23,2026-05-14,310,1005,64,0.97,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757133,73305014,CPGJ,,460886,,,"Carrier Accepted, Awaiting Pickup",3806,2026-05-15,2026-05-18,2026-05-15,343,1284,80,1.27,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757132,73390242,CPGJ,,460985,,,"Carrier Accepted, Awaiting Pickup",3803,2026-05-15,2026-05-20,2026-05-14,367,1401,87,1.39,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757131,73390234,CPGJ,,460977,,,"Carrier Accepted, Awaiting Pickup",580,2026-05-15,2026-05-22,2026-05-20,311,1113,70,1.09,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757130,73390241,CPGJ,,460984,,,"Carrier Accepted, Awaiting Pickup",3802,2026-05-15,2026-05-28,2026-05-21,770,2370,150,2.26,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757129,73390238,CPGJ,,460981,,,"Carrier Accepted, Awaiting Pickup",590,2026-05-15,2026-05-23,2026-05-19,588,2109,132,2.07,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757128,73390243,CPGJ,,460986,,,"Carrier Accepted, Awaiting Pickup",3804,2026-05-15,2026-05-24,2026-05-14,428,1299,83,1.23,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757127,73305009,CPGJ,,460885,,,"Carrier Accepted, Awaiting Pickup",593,2026-05-15,2026-05-18,2026-05-15,338,1209,76,1.18,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757126,73390236,CPGJ,,460979,,,"Carrier Accepted, Awaiting Pickup",589,2026-05-14,2026-05-25,2026-05-18,221,663,42,0.63,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757125,73390237,CPGJ,,460980,,,"Carrier Accepted, Awaiting Pickup",588,2026-05-14,2026-05-18,2026-05-15,91,513,31,0.53,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757124,73390235,CPGJ,,460978,,,"Carrier Accepted, Awaiting Pickup",587,2026-05-15,2026-05-22,2026-05-18,557,1761,111,1.69,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757123,73390230,CPGJ,,460973,,,"Carrier Accepted, Awaiting Pickup",560,2026-05-14,2026-05-25,2026-05-15,499,1527,97,1.45,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757122,73390226,CPGJ,,460969,,,"Carrier Accepted, Awaiting Pickup",559,2026-05-15,2026-05-22,2026-05-18,107,561,34,0.58,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757121,73390228,CPGJ,,460971,,,"Carrier Accepted, Awaiting Pickup",556,2026-05-14,2026-05-24,2026-05-14,509,1557,99,1.48,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757117,73390233,CPGJ,,460976,,,"Carrier Accepted, Awaiting Pickup",579,2026-05-15,2026-05-28,2026-05-21,621,1878,119,1.78,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757120,73304993,CPGJ,,460883,,,"Carrier Accepted, Awaiting Pickup",553,2026-05-15,2026-05-18,2026-05-15,117,501,31,0.5,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757119,73390231,CPGJ,,460974,,,"Carrier Accepted, Awaiting Pickup",558,2026-05-13,2026-05-21,2026-05-21,395,1335,84,1.29,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757118,73304995,CPGJ,,460884,,,"Carrier Accepted, Awaiting Pickup",555,2026-05-13,2026-05-18,2026-05-15,308,1239,77,1.24,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001867881,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14757116,73390225,CPGJ,,460968,,,"Carrier Accepted, Awaiting Pickup",551,2026-05-15,2026-05-27,2026-05-25,512,1536,98,1.45,REF 40-60,,,SYSTEM,2026-05-06 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706994,73390249,CPGJ,,460992,,,"Carrier Accepted, Awaiting Pickup",3808,2026-05-14,2026-05-22,2026-05-14,19,342,20,0.38,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706993,73390248,CPGJ,,460991,,,"Carrier Accepted, Awaiting Pickup",3811,2026-05-15,2026-05-25,2026-05-15,24,432,25,0.48,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706992,73390247,CPGJ,,460990,,,"Carrier Accepted, Awaiting Pickup",3868,2026-05-14,2026-05-22,2026-05-19,2,36,3,0.04,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706991,73390246,CPGJ,,460989,,,"Carrier Accepted, Awaiting Pickup",3856,2026-05-15,2026-05-16,2026-05-14,12,216,13,0.24,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706990,73390245,CPGJ,,460988,,,"Carrier Accepted, Awaiting Pickup",3857,2026-05-15,2026-05-26,2026-05-18,5,90,6,0.1,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706989,73390244,CPGJ,,460987,,,"Carrier Accepted, Awaiting Pickup",3865,2026-05-15,2026-05-20,2026-05-14,7,126,8,0.14,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706988,73390243,CPGJ,,460986,,,"Carrier Accepted, Awaiting Pickup",3804,2026-05-15,2026-05-24,2026-05-14,20,360,21,0.4,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706987,73305014,CPGJ,,460886,,,"Carrier Accepted, Awaiting Pickup",3806,2026-05-15,2026-05-16,2026-05-14,23,414,24,0.46,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706986,73390242,CPGJ,,460985,,,"Carrier Accepted, Awaiting Pickup",3803,2026-05-15,2026-05-20,2026-05-14,18,324,19,0.36,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
