Purchase Order Number,Vendor Name,Department,Address,Shipment ID,Load Number,Assigned SCAC,Executing SCAC,PRO,Trip ID,Truck Load Optimization Reference ID,Status,Destination,Pickup Date,In Yard Goal Date,Final Routing Expected By,Cartons,Weight,Cube,Pallet Spaces,Commodity,bol,Appointment Number,Created By,Review By Date,Last Updated By
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086672,70838530,SPTT,,,,,Awaiting Carrier Acceptance,588,2026-03-24,2026-03-28,2026-03-26,5,18,2,0.02,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086671,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",3865,2026-03-24,2026-04-02,2026-03-31,37,130,12,0.11,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086670,70840035,ARVY,,8543110,,,"Carrier Accepted, Awaiting Pickup",3857,2026-03-24,2026-04-07,2026-04-02,305,1068,92,0.87,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086669,,,,,,,Routing In Progress,3868,,2026-04-03,2026-03-31,183,641,55,0.52,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086668,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",3803,2026-03-24,2026-04-01,2026-03-26,273,956,82,0.78,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086667,70838523,SPTT,,,,,Awaiting Carrier Acceptance,3806,2026-03-24,2026-03-28,2026-03-26,328,1148,99,0.93,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086666,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",3811,2026-03-24,2026-04-04,2026-03-30,421,1474,127,1.2,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086665,70838528,SPTT,,,,,Awaiting Carrier Acceptance,3801,2026-03-24,2026-03-31,2026-03-27,202,707,61,0.57,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086664,70838525,SPTT,,,,,Awaiting Carrier Acceptance,3808,2026-03-24,2026-04-04,2026-03-26,401,1404,121,1.51,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086663,70838526,SPTT,,,,,Awaiting Carrier Acceptance,3856,2026-03-24,2026-03-28,2026-03-26,85,298,26,0.32,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086662,70838521,ARVY,,8543144,,,"Carrier Accepted, Awaiting Pickup",3804,2026-03-24,2026-04-04,2026-03-31,407,1425,123,1.54,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086661,70838520,ARVY,,8543160,,,"Carrier Accepted, Awaiting Pickup",3802,2026-03-24,2026-04-06,2026-03-31,333,1166,100,1.26,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086660,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",590,2026-03-24,2026-04-02,2026-03-31,361,1264,109,1.37,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086659,70838522,SPTT,,,,,Awaiting Carrier Acceptance,593,2026-03-24,2026-03-28,2026-03-26,249,872,75,0.94,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086658,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",587,2026-03-24,2026-04-03,2026-03-30,286,1001,86,1.08,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086657,70838521,ARVY,,8543144,,,"Carrier Accepted, Awaiting Pickup",580,2026-03-24,2026-04-03,2026-03-31,323,1131,97,2.2,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086656,70838521,ARVY,,8543144,,,"Carrier Accepted, Awaiting Pickup",594,2026-03-24,2026-04-05,2026-03-26,446,1561,134,1.69,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086655,70838521,ARVY,,8543144,,,"Carrier Accepted, Awaiting Pickup",589,2026-03-24,2026-04-05,2026-03-31,377,1320,114,1.43,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086654,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",558,2026-03-24,2026-03-29,2026-03-26,240,840,72,0.9,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086653,70838520,ARVY,,8543160,,,"Carrier Accepted, Awaiting Pickup",579,2026-03-24,2026-04-06,2026-03-31,524,1834,158,1.98,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086652,70838529,SPTT,,,,,Awaiting Carrier Acceptance,556,2026-03-24,2026-04-04,2026-03-27,328,1148,99,1.24,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086651,70838527,SPTT,,,,,Awaiting Carrier Acceptance,555,2026-03-24,2026-03-28,2026-03-26,294,1029,89,1.11,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086650,70838518,SPTT,,,,,Awaiting Carrier Acceptance,578,2026-03-24,2026-04-02,2026-03-31,331,1159,100,1.25,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086649,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",554,2026-03-24,2026-03-31,2026-03-31,172,602,52,0.65,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086648,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",559,2026-03-24,2026-04-03,2026-03-30,330,1155,99,1.25,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086647,70838516,ARVY,,8543142,,,"Carrier Accepted, Awaiting Pickup",557,2026-03-24,2026-04-02,2026-03-27,342,1197,103,1.3,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086646,70838520,ARVY,,8543160,,,"Carrier Accepted, Awaiting Pickup",560,2026-03-24,2026-04-06,2026-04-01,374,1309,113,1.42,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086645,70838519,SPTT,,,,,Awaiting Carrier Acceptance,553,2026-03-24,2026-03-28,2026-03-26,189,662,57,0.72,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001780323,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14086644,70838521,ARVY,,8543144,,,"Carrier Accepted, Awaiting Pickup",551,2026-03-24,2026-04-08,2026-04-06,221,774,67,0.84,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079437,70838530,SPTT,,,,,Awaiting Carrier Acceptance,588,2026-03-24,2026-03-28,2026-03-26,1626,4893,320,4.64,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079436,70838529,SPTT,,,,,Awaiting Carrier Acceptance,556,2026-03-24,2026-04-04,2026-03-27,1755,5310,346,5.04,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079435,70838521,ARVY,,8543144,,,"Carrier Accepted, Awaiting Pickup",580,2026-03-24,2026-04-03,2026-03-31,1602,4851,316,4.6,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079434,70838528,SPTT,,,,,Awaiting Carrier Acceptance,3801,2026-03-24,2026-03-31,2026-03-27,653,1989,129,1.89,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079433,70838520,ARVY,,8543160,,,"Carrier Accepted, Awaiting Pickup",3857,2026-03-24,2026-04-07,2026-04-02,610,1845,118,1.75,DRY FOOD,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079432,70838527,SPTT,,,,,Awaiting Carrier Acceptance,555,2026-03-24,2026-03-28,2026-03-26,2432,7311,476,6.93,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
10001779443,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14079431,70838526,SPTT,,,,,Awaiting Carrier Acceptance,3856,2026-03-24,2026-03-29,2026-03-26,157,471,31,0.45,REF 40-60,,,SYSTEM,2026-03-18 23:59:00,steve@built.com
